task,theorem,source_file,proof_found,steps_kind,steps,max_depth,transitive_deps,deps_seed_size,obligations,composer_gt_proof_steps,composer_verdict,deps_error,obligations_error
apalache_examples_ben-or83/Ben_or83_proofs_Msgs2SenderPartitionBound.tla,Msgs2SenderPartitionBound,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,20,1,42,19,71,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Msgs2Shape.tla,Msgs2Shape,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,7,2,3,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Msgs2SrcInAll.tla,Msgs2SrcInAll,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,7,2,3,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Msgs2Step2Mono.tla,Msgs2Step2Mono,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,10,1,35,7,30,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Msgs2VInValues.tla,Msgs2VInValues,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,7,2,3,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L10_F.tla,Pres_L10_F,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,12,1,37,12,35,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L10_S1.tla,Pres_L10_S1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,20,2,20,9,45,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L10_S2.tla,Pres_L10_S2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,20,3,28,14,48,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L10_S3.tla,Pres_L10_S3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,20,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L10_ST.tla,Pres_L10_ST,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L11_F.tla,Pres_L11_F,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,39,3,96,28,120,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L11_S1.tla,Pres_L11_S1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L11_S2.tla,Pres_L11_S2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,47,3,56,26,129,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L11_S3.tla,Pres_L11_S3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,27,3,88,12,70,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L11_ST.tla,Pres_L11_ST,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L12_F.tla,Pres_L12_F,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,9,1,36,10,25,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L12_S1.tla,Pres_L12_S1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,12,1,20,6,26,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L12_S2.tla,Pres_L12_S2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,18,1,29,15,47,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L12_S3.tla,Pres_L12_S3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,23,2,26,13,58,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L12_ST.tla,Pres_L12_ST,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L13_F.tla,Pres_L13_F,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,31,3,95,15,78,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L13_S1.tla,Pres_L13_S1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,18,6,2,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L13_S2.tla,Pres_L13_S2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,36,3,88,18,86,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L13_S3.tla,Pres_L13_S3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,47,4,88,19,123,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L13_ST.tla,Pres_L13_ST,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,4,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L1_F.tla,Pres_L1_F,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,27,2,99,22,89,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L1_S1.tla,Pres_L1_S1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,4,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L1_S2.tla,Pres_L1_S2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,26,2,56,19,82,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L1_S3.tla,Pres_L1_S3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,56,5,104,22,151,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L1_S3_DecidedCarry.tla,Pres_L1_S3_DecidedCarry,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,21,1,101,20,66,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L1_ST.tla,Pres_L1_ST,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,4,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L2_F.tla,Pres_L2_F,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,6,1,30,4,14,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L2_S1.tla,Pres_L2_S1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,29,3,21,8,62,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L2_S2.tla,Pres_L2_S2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,20,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L2_S3.tla,Pres_L2_S3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,20,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L2_ST.tla,Pres_L2_ST,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L3_F.tla,Pres_L3_F,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,30,4,3,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L3_S1.tla,Pres_L3_S1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L3_S2.tla,Pres_L3_S2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,18,2,31,10,40,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L3_S3.tla,Pres_L3_S3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,20,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L3_ST.tla,Pres_L3_ST,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L4_F.tla,Pres_L4_F,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,12,2,30,5,24,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L4_S1.tla,Pres_L4_S1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,42,4,24,11,101,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L4_S2.tla,Pres_L4_S2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,44,4,32,11,107,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L4_S3.tla,Pres_L4_S3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,36,3,32,11,90,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L4_ST.tla,Pres_L4_ST,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L5_F.tla,Pres_L5_F,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,5,1,30,3,9,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L5_S1.tla,Pres_L5_S1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,27,3,23,9,61,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L5_S2.tla,Pres_L5_S2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,38,3,25,9,81,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L5_S3.tla,Pres_L5_S3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,35,3,24,8,77,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L5_ST.tla,Pres_L5_ST,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L6_F.tla,Pres_L6_F,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,2,1,30,3,4,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L6_S1.tla,Pres_L6_S1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L6_S2.tla,Pres_L6_S2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,20,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L6_S3.tla,Pres_L6_S3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,52,4,92,21,151,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L6_ST.tla,Pres_L6_ST,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L7_F.tla,Pres_L7_F,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,10,1,36,9,26,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L7_S1.tla,Pres_L7_S1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,11,1,25,10,27,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L7_S2.tla,Pres_L7_S2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,26,3,26,12,58,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L7_S3.tla,Pres_L7_S3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,20,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L7_ST.tla,Pres_L7_ST,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L8_F.tla,Pres_L8_F,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,22,1,32,12,71,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L8_S1.tla,Pres_L8_S1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,22,1,21,13,69,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L8_S2.tla,Pres_L8_S2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,25,4,29,8,50,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L8_S3.tla,Pres_L8_S3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,20,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L8_ST.tla,Pres_L8_ST,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,3,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L9_F.tla,Pres_L9_F,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,39,4,91,21,87,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L9_S1.tla,Pres_L9_S1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,35,5,55,12,77,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L9_S2.tla,Pres_L9_S2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,42,4,84,24,91,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L9_S3.tla,Pres_L9_S3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,20,4,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_L9_ST.tla,Pres_L9_ST,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,17,4,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_Lemma1.tla,Pres_Lemma1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,10,2,156,7,15,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_Lemma10.tla,Pres_Lemma10,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,10,2,48,7,15,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_Lemma11.tla,Pres_Lemma11,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,10,2,139,7,15,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_Lemma12.tla,Pres_Lemma12,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,13,2,51,7,18,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_Lemma13.tla,Pres_Lemma13,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,10,2,109,7,15,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_Lemma2.tla,Pres_Lemma2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,1,1,45,7,6,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_Lemma3.tla,Pres_Lemma3,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,7,2,52,7,12,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_Lemma4.tla,Pres_Lemma4,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,1,1,55,7,6,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_Lemma5.tla,Pres_Lemma5,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,1,1,47,7,6,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_Lemma6.tla,Pres_Lemma6,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,4,2,113,7,9,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_Lemma7.tla,Pres_Lemma7,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,10,2,47,7,15,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_Lemma8.tla,Pres_Lemma8,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,10,2,51,7,15,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Pres_Lemma9.tla,Pres_Lemma9,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,10,2,97,7,15,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Q2Fixed_CardLeSenders.tla,Q2Fixed_CardLeSenders,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,6,2,5,7,11,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Q2SetFinite.tla,Q2SetFinite,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,7,1,16,9,19,,,,
apalache_examples_ben-or83/Ben_or83_proofs_QFaultyMono.tla,QFaultyMono,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,5,1,31,5,13,,,,
apalache_examples_ben-or83/Ben_or83_proofs_QInjective.tla,QInjective,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,2,3,3,,,,
apalache_examples_ben-or83/Ben_or83_proofs_QPInjective.tla,QPInjective,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,2,3,3,,,,
apalache_examples_ben-or83/Ben_or83_proofs_QPSetFinite.tla,QPSetFinite,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,7,1,16,9,19,,,,
apalache_examples_ben-or83/Ben_or83_proofs_QStep2Mono.tla,QStep2Mono,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,10,1,21,8,30,,,,
apalache_examples_ben-or83/Ben_or83_proofs_QuorumDominatesSupported.tla,QuorumDominatesSupported,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,17,2,49,16,42,,,,
apalache_examples_ben-or83/Ben_or83_proofs_QuorumHasCorrectM1.tla,QuorumHasCorrectM1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,5,1,46,6,9,,,,
apalache_examples_ben-or83/Ben_or83_proofs_QuorumHasM1Majority.tla,QuorumHasM1Majority,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,4,1,39,5,6,,,,
apalache_examples_ben-or83/Ben_or83_proofs_QuorumIntersect.tla,QuorumIntersect,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,13,2,4,11,40,,,,
apalache_examples_ben-or83/Ben_or83_proofs_QuorumUnique.tla,QuorumUnique,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,14,2,44,8,22,,,,
apalache_examples_ben-or83/Ben_or83_proofs_ReceivedDQuorumDominatesSupported.tla,ReceivedDQuorumDominatesSupported,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,11,1,50,12,35,,,,
apalache_examples_ben-or83/Ben_or83_proofs_ReplicaPredRoundHasTotal.tla,ReplicaPredRoundHasTotal,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,18,2,19,9,44,,,,
apalache_examples_ben-or83/Ben_or83_proofs_RoundPos.tla,RoundPos,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,0,1,2,,,,
apalache_examples_ben-or83/Ben_or83_proofs_RoundPredInRounds.tla,RoundPredInRounds,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,0,2,3,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Senders1_Mono.tla,Senders1_Mono,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,3,1,4,3,7,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Senders1_Sub.tla,Senders1_Sub,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,2,1,3,3,5,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Senders2_CardLeSet.tla,Senders2_CardLeSet,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,10,2,3,6,18,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Senders2_Mono.tla,Senders2_Mono,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,3,1,4,3,7,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Senders2_Sub.tla,Senders2_Sub,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,2,1,3,3,5,,,,
apalache_examples_ben-or83/Ben_or83_proofs_Senders2_Witness.tla,Senders2_Witness,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,2,1,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_SetEqHelper.tla,SetEqHelper,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,2,2,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_ShapeFromExists.tla,ShapeFromExists,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,3,1,3,1,4,,,,
apalache_examples_ben-or83/Ben_or83_proofs_ShapeHelper.tla,ShapeHelper,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,6,2,2,3,12,,,,
apalache_examples_ben-or83/Ben_or83_proofs_ShapeHelperR.tla,ShapeHelperR,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,7,2,2,3,15,,,,
apalache_examples_ben-or83/Ben_or83_proofs_ShapeHelperSrc.tla,ShapeHelperSrc,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,7,2,2,3,15,,,,
apalache_examples_ben-or83/Ben_or83_proofs_ShapeHelperSrcQ.tla,ShapeHelperSrcQ,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,7,2,2,3,15,,,,
apalache_examples_ben-or83/Ben_or83_proofs_ShapeHelperV.tla,ShapeHelperV,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,7,2,2,3,15,,,,
apalache_examples_ben-or83/Ben_or83_proofs_ShapeRFromExists.tla,ShapeRFromExists,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,3,1,3,1,4,,,,
apalache_examples_ben-or83/Ben_or83_proofs_ShapeSrcFromExists.tla,ShapeSrcFromExists,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,3,1,3,1,4,,,,
apalache_examples_ben-or83/Ben_or83_proofs_ShapeSrcQFromExists.tla,ShapeSrcQFromExists,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,3,1,3,1,4,,,,
apalache_examples_ben-or83/Ben_or83_proofs_ShapeVFromExists.tla,ShapeVFromExists,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,3,1,3,1,4,,,,
apalache_examples_ben-or83/Ben_or83_proofs_StrictQuorumCarriesToQuorumRound.tla,StrictQuorumCarriesToQuorumRound,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,47,5,98,7,111,,,,
apalache_examples_ben-or83/Ben_or83_proofs_StrictQuorumFewOthers.tla,StrictQuorumFewOthers,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,46,4,47,23,126,,,,
apalache_examples_ben-or83/Ben_or83_proofs_StrictQuorumNextCorrectType2.tla,StrictQuorumNextCorrectType2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,9,2,76,3,21,,,,
apalache_examples_ben-or83/Ben_or83_proofs_StrictQuorumNextReceiveStrictD.tla,StrictQuorumNextReceiveStrictD,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,6,2,82,2,10,,,,
apalache_examples_ben-or83/Ben_or83_proofs_StrictQuorumNextStrictQuorum.tla,StrictQuorumNextStrictQuorum,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,4,2,93,2,6,,,,
apalache_examples_ben-or83/Ben_or83_proofs_StrictQuorumSenderStrict.tla,StrictQuorumSenderStrict,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,9,1,24,12,29,,,,
apalache_examples_ben-or83/Ben_or83_proofs_StrictQuorumSupportedSingleton.tla,StrictQuorumSupportedSingleton,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,8,2,62,5,15,,,,
apalache_examples_ben-or83/Ben_or83_proofs_SubAll_Finite.tla,SubAll_Finite,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,2,2,3,,,,
apalache_examples_ben-or83/Ben_or83_proofs_SupportedFromTotalAndFewOthers.tla,SupportedFromTotalAndFewOthers,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,16,2,10,14,45,,,,
apalache_examples_ben-or83/Ben_or83_proofs_SupportedInReceivedQuorum.tla,SupportedInReceivedQuorum,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,18,2,9,13,48,,,,
apalache_examples_ben-or83/Ben_or83_proofs_SupportedPHasOldCorrectD2.tla,SupportedPHasOldCorrectD2,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,10,2,24,7,27,,,,
apalache_examples_ben-or83/Ben_or83_proofs_SupportedPToOldWhenTotal.tla,SupportedPToOldWhenTotal,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,8,2,15,10,21,,,,
apalache_examples_ben-or83/Ben_or83_proofs_SupportedSingletonNextQuorum.tla,SupportedSingletonNextQuorum,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,8,1,47,3,16,,,,
apalache_examples_ben-or83/Ben_or83_proofs_SupportedSingletonNextSupported.tla,SupportedSingletonNextSupported,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,23,2,50,18,58,,,,
apalache_examples_ben-or83/Ben_or83_proofs_SupportedSingletonPinsNextM1.tla,SupportedSingletonPinsNextM1,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,7,1,16,2,13,,,,
apalache_examples_ben-or83/Ben_or83_proofs_SupportedUnique.tla,SupportedUnique,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,21,2,49,15,57,,,,
apalache_examples_ben-or83/Ben_or83_proofs_SupportedValuesPFrame.tla,SupportedValuesPFrame,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,4,4,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_SupportedValuesPrimeIsP.tla,SupportedValuesPrimeIsP,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,4,4,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_TplusOneHasCorrect.tla,TplusOneHasCorrect,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,10,2,4,7,23,,,,
apalache_examples_ben-or83/Ben_or83_proofs_TypeOKPrimeIntro.tla,TypeOKPrimeIntro,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Direct,0,0,1,1,1,,,,
apalache_examples_ben-or83/Ben_or83_proofs_TypePres.tla,TypePres,source/apalache_examples_ben-or83/Ben_or83_proofs.tla,True,Structured,80,5,25,24,181,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_BoundedMaxExists.tla,BoundedMaxExists,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,24,3,0,2,41,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Inductive.tla,Inductive,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,151,28,27,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_MaxReachedProps.tla,MaxReachedProps,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,4,1,3,4,11,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_OnRoundCatchupGivesSender.tla,OnRoundCatchupGivesSender,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,15,1,5,5,27,,,,
